date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2019-02-09,AAPL,2019-03-29,175.00,Put,7.80,8.00,0.2229,-0.6033,0.0286,-0.0487,0.2383,-0.1116
2019-02-09,AAPL,2019-03-29,177.50,Call,3.00,3.15,0.2263,0.3416,0.0260,-0.0569,0.2291,0.0739
2019-02-09,AAPL,2019-03-29,177.50,Put,9.40,9.60,0.2203,-0.6733,0.0275,-0.0442,0.2280,-0.1175
2019-02-09,AAPL,2019-03-29,182.50,Call,1.68,1.78,0.2226,0.2244,0.0216,-0.0451,0.1869,0.0490
2019-02-09,AAPL,2019-03-29,182.50,Put,13.05,13.30,0.2136,-0.8012,0.0231,-0.0311,0.1769,-0.1168
2019-02-09,AAPL,2019-03-29,187.50,Call,0.88,0.96,0.2211,0.1364,0.0158,-0.0324,0.1364,0.0299
2019-02-09,AAPL,2019-03-29,187.50,Put,17.30,17.60,0.2091,-0.8999,0.0170,-0.0174,0.1105,-0.0922
2019-02-09,AAPL,2019-03-29,195.00,Call,0.34,0.39,0.2265,0.0616,0.0086,-0.0183,0.0759,0.0136
2019-02-09,AAPL,2019-03-29,195.00,Put,24.40,24.70,0.2265,-0.9660,0.0101,-0.0070,0.0506,-0.0445
2019-02-09,ABBV,2019-02-22,70.00,Call,9.35,10.10,0.3255,0.9811,0.0091,-0.0131,0.0072,0.0262
2019-02-09,ABBV,2019-02-22,70.00,Put,0.03,0.07,0.3178,-0.0167,0.0084,-0.0073,0.0065,-0.0005
2019-02-09,ABBV,2019-02-22,71.50,Call,8.05,8.60,0.3255,0.9595,0.0171,-0.0206,0.0136,0.0261
2019-02-09,ABBV,2019-02-22,71.50,Put,0.06,0.09,0.3178,-0.0371,0.0163,-0.0141,0.0126,-0.0012
2019-02-09,ABBV,2019-02-22,74.00,Call,5.40,6.10,0.1625,0.9910,0.0096,-0.0073,0.0038,0.0281
2019-02-09,ABBV,2019-02-22,74.00,Put,0.14,0.17,0.2750,-0.0783,0.0341,-0.0220,0.0228,-0.0025
2019-02-09,ABBV,2019-02-22,76.50,Call,3.50,3.70,0.2343,0.8236,0.0709,-0.0382,0.0404,0.0238
2019-02-09,ABBV,2019-02-22,76.50,Put,0.36,0.40,0.2400,-0.1821,0.0710,-0.0345,0.0418,-0.0053
2019-02-09,ABBV,2019-02-22,78.00,Call,2.39,2.48,0.2260,0.6995,0.0987,-0.0476,0.0543,0.0204
2019-02-09,ABBV,2019-02-22,78.00,Put,0.66,0.72,0.2257,-0.3012,0.0996,-0.0424,0.0551,-0.0085
2019-02-09,ABBV,2019-02-22,79.50,Call,1.40,1.49,0.2121,0.5381,0.1201,-0.0498,0.0619,0.0159
2019-02-09,ABBV,2019-02-22,79.50,Put,1.18,1.25,0.2140,-0.4642,0.1203,-0.0452,0.0620,-0.0125
2019-02-09,ABBV,2019-02-22,81.50,Call,0.56,0.63,0.2043,0.3004,0.1092,-0.0412,0.0543,0.0089
2019-02-09,ABBV,2019-02-22,81.50,Put,2.31,2.42,0.2057,-0.7032,0.1106,-0.0366,0.0544,-0.0167
2019-02-09,ABBV,2019-02-22,83.00,Call,0.24,0.29,0.2027,0.1617,0.0775,-0.0286,0.0382,0.0048
2019-02-09,ABBV,2019-02-22,83.00,Put,3.45,3.65,0.2069,-0.8409,0.0797,-0.0247,0.0391,-0.0167
2019-02-09,ABBV,2019-02-22,85.00,Call,0.07,0.09,0.2057,0.0590,0.0366,-0.0138,0.0183,0.0018
2019-02-09,ABBV,2019-02-22,85.00,Put,5.25,5.55,0.2254,-0.9328,0.0432,-0.0135,0.0209,-0.0133
2019-02-09,ABBV,2019-02-22,87.50,Call,0.00,0.04,0.2146,0.0144,0.0109,-0.0044,0.0057,0.0004
2019-02-09,ABBV,2019-02-22,87.50,Put,7.60,8.35,0.2218,-0.9981,0.0089,0.0000,0.0018,0.0000
2019-02-09,ABBV,2019-02-22,91.50,Call,0.00,0.03,0.2146,0.0006,0.0006,-0.0002,0.0003,0.0000
2019-02-09,ABBV,2019-02-22,91.50,Put,11.60,12.10,0.2218,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ABBV,2019-03-08,70.00,Call,9.00,10.55,0.3152,0.9393,0.0173,-0.0195,0.0265,0.0497
2019-02-09,ABBV,2019-03-08,70.00,Put,0.15,0.33,0.3152,-0.0607,0.0173,-0.0146,0.0265,-0.0039
2019-02-09,ABBV,2019-03-08,71.50,Call,7.70,8.90,0.3152,0.9042,0.0245,-0.0256,0.0375,0.0486
2019-02-09,ABBV,2019-03-08,71.50,Put,0.21,0.46,0.3152,-0.0958,0.0245,-0.0206,0.0371,-0.0057
2019-02-09,ABBV,2019-03-08,74.00,Call,5.90,6.40,0.2429,0.8771,0.0380,-0.0239,0.0449,0.0489
2019-02-09,ABBV,2019-03-08,74.00,Put,0.39,0.54,0.2697,-0.1465,0.0388,-0.0237,0.0526,-0.0086
2019-02-09,ABBV,2019-03-08,76.50,Call,4.10,4.60,0.2696,0.7282,0.0558,-0.0390,0.0732,0.0412
2019-02-09,ABBV,2019-03-08,76.50,Put,0.80,1.14,0.2606,-0.2668,0.0576,-0.0325,0.0731,-0.0152
2019-02-09,ABBV,2019-03-08,78.00,Call,3.00,3.20,0.2370,0.6500,0.0708,-0.0380,0.0817,0.0373
2019-02-09,ABBV,2019-03-08,78.00,Put,1.26,1.45,0.2457,-0.3559,0.0695,-0.0344,0.0819,-0.0199
2019-02-09,ABBV,2019-03-08,80.00,Call,1.84,2.04,0.2299,0.4991,0.0786,-0.0388,0.0880,0.0290
2019-02-09,ABBV,2019-03-08,80.00,Put,2.07,2.34,0.2388,-0.5033,0.0769,-0.0352,0.0881,-0.0268
2019-02-09,ABBV,2019-03-08,81.50,Call,1.17,1.46,0.2297,0.3842,0.0754,-0.0366,0.0843,0.0225
2019-02-09,ABBV,2019-03-08,81.50,Put,2.90,3.20,0.2350,-0.6177,0.0753,-0.0325,0.0841,-0.0311
2019-02-09,ABBV,2019-03-08,83.00,Call,0.70,0.81,0.2164,0.2673,0.0689,-0.0295,0.0726,0.0158
2019-02-09,ABBV,2019-03-08,83.00,Put,3.85,4.30,0.2332,-0.7232,0.0675,-0.0276,0.0731,-0.0335
2019-02-09,ABBV,2019-03-08,85.00,Call,0.31,0.48,0.2203,0.1589,0.0498,-0.0219,0.0534,0.0094
2019-02-09,ABBV,2019-03-08,85.00,Put,5.20,6.15,0.2337,-0.8364,0.0517,-0.0195,0.0566,-0.0326
2019-02-09,ABBV,2019-03-08,87.50,Call,0.11,0.24,0.2206,0.0705,0.0277,-0.0121,0.0298,0.0042
2019-02-09,ABBV,2019-03-08,87.50,Put,7.50,8.95,0.3092,-0.8567,0.0355,-0.0242,0.0521,-0.0344
2019-02-09,ABBV,2019-03-08,91.50,Call,0.00,1.48,0.2244,0.0152,0.0077,-0.0035,0.0084,0.0009
2019-02-09,ABBV,2019-03-08,91.50,Put,9.85,14.00,0.3170,-0.9465,0.0194,-0.0108,0.0249,-0.0244
2019-02-09,ABBV,2019-03-29,72.00,Call,8.15,8.60,0.2533,0.8801,0.0271,-0.0195,0.0583,0.0828
2019-02-09,ABBV,2019-03-29,72.00,Put,0.57,0.69,0.2812,-0.1430,0.0277,-0.0182,0.0680,-0.0147
2019-02-09,ABBV,2019-03-29,74.00,Call,6.10,7.10,0.2360,0.8258,0.0373,-0.0223,0.0750,0.0794
2019-02-09,ABBV,2019-03-29,74.00,Put,0.86,1.20,0.2802,-0.2114,0.0357,-0.0231,0.0851,-0.0215
2019-02-09,ABBV,2019-03-29,76.50,Call,4.75,5.00,0.2487,0.7019,0.0478,-0.0293,0.1012,0.0684
2019-02-09,ABBV,2019-03-29,76.50,Put,1.44,1.86,0.2685,-0.3113,0.0456,-0.0267,0.1024,-0.0310
2019-02-09,ABBV,2019-03-29,78.00,Call,3.65,4.05,0.2411,0.6269,0.0538,-0.0305,0.1105,0.0618
2019-02-09,ABBV,2019-03-29,78.00,Put,1.92,2.13,0.2503,-0.3794,0.0528,-0.0265,0.1106,-0.0368
2019-02-09,ABBV,2019-03-29,79.50,Call,2.83,3.10,0.2358,0.5432,0.0577,-0.0307,0.1157,0.0541
2019-02-09,ABBV,2019-03-29,79.50,Put,2.40,2.78,0.2402,-0.4614,0.0577,-0.0261,0.1157,-0.0433
2019-02-09,ABBV,2019-03-29,81.50,Call,1.79,2.09,0.2248,0.4238,0.0597,-0.0285,0.1143,0.0427
2019-02-09,ABBV,2019-03-29,81.50,Put,3.55,3.85,0.2407,-0.5754,0.0573,-0.0253,0.1144,-0.0513
2019-02-09,ABBV,2019-03-29,83.00,Call,1.33,1.53,0.2261,0.3405,0.0556,-0.0265,0.1070,0.0345
2019-02-09,ABBV,2019-03-29,83.00,Put,4.45,4.80,0.2365,-0.6600,0.0552,-0.0228,0.1077,-0.0554
2019-02-09,ABBV,2019-03-29,85.00,Call,0.81,0.96,0.2236,0.2398,0.0476,-0.0220,0.0906,0.0244
2019-02-09,ABBV,2019-03-29,85.00,Put,5.85,6.40,0.2394,-0.7552,0.0479,-0.0192,0.0907,-0.0574
2019-02-09,ABBV,2019-03-29,86.00,Call,0.62,0.91,0.2327,0.2079,0.0422,-0.0210,0.0836,0.0212
2019-02-09,ABBV,2019-03-29,86.00,Put,6.65,7.20,0.2394,-0.7979,0.0438,-0.0168,0.0833,-0.0566
2019-02-09,ABC,2019-02-22,71.50,Call,10.90,14.40,0.3242,0.9996,0.0004,-0.0054,0.0003,0.0116
2019-02-09,ABC,2019-02-22,71.50,Put,0.00,0.15,0.3242,-0.0051,0.0028,-0.0028,0.0024,-0.0002
2019-02-09,ABC,2019-02-22,76.00,Call,8.00,9.80,0.3242,0.9747,0.0146,-0.0199,0.0086,0.0129
2019-02-09,ABC,2019-02-22,76.00,Put,0.00,0.25,0.3242,-0.0540,0.0206,-0.0206,0.0180,-0.0018
2019-02-09,ABC,2019-02-22,78.50,Call,4.70,7.70,0.3752,0.8627,0.0425,-0.0624,0.0367,0.0158
2019-02-09,ABC,2019-02-22,78.50,Put,0.25,0.40,0.3090,-0.1255,0.0407,-0.0367,0.0339,-0.0042
2019-02-09,ABC,2019-02-22,81.00,Call,3.00,3.90,0.1886,0.9038,0.0721,-0.0298,0.0253,0.0139
2019-02-09,ABC,2019-02-22,81.00,Put,0.55,0.80,0.2769,-0.2436,0.0693,-0.0497,0.0516,-0.0074
2019-02-09,ABC,2019-02-22,82.50,Call,2.45,2.70,0.2552,0.6816,0.0981,-0.0654,0.0570,0.0151
2019-02-09,ABC,2019-02-22,82.50,Put,0.95,1.20,0.2639,-0.3557,0.0866,-0.0560,0.0608,-0.0105
2019-02-09,ABC,2019-02-22,85.00,Call,1.00,1.25,0.2369,0.4184,0.1073,-0.0605,0.0640,0.0115
2019-02-09,ABC,2019-02-22,85.00,Put,2.00,2.35,0.2446,-0.5918,0.0979,-0.0529,0.0641,-0.0163
2019-02-09,ABC,2019-02-22,86.00,Call,0.65,0.85,0.2327,0.3151,0.0969,-0.0524,0.0578,0.0091
2019-02-09,ABC,2019-02-22,86.00,Put,2.65,2.95,0.2395,-0.6883,0.0915,-0.0464,0.0574,-0.0180
2019-02-09,ABC,2019-02-22,87.50,Call,0.30,0.45,0.2283,0.1868,0.0728,-0.0377,0.0442,0.0057
2019-02-09,ABC,2019-02-22,87.50,Put,3.70,4.10,0.2292,-0.8186,0.0723,-0.0315,0.0436,-0.0192
2019-02-09,ABC,2019-02-22,90.00,Call,0.00,0.15,0.2450,0.0784,0.0364,-0.0215,0.0240,0.0025
2019-02-09,ABC,2019-02-22,90.00,Put,4.60,7.10,0.2507,-0.9226,0.0371,-0.0167,0.0247,-0.0188
2019-02-09,ABC,2019-02-22,92.50,Call,0.00,0.15,0.2881,0.0462,0.0205,-0.0166,0.0159,0.0015
2019-02-09,ABC,2019-02-22,92.50,Put,6.50,10.80,0.2909,-0.9573,0.0203,-0.0104,0.0163,-0.0183
2019-02-09,ABC,2019-02-22,95.00,Call,0.00,0.15,0.3311,0.0309,0.0128,-0.0137,0.0115,0.0010
2019-02-09,ABC,2019-02-22,95.00,Put,10.80,11.40,0.3311,-0.9734,0.0122,-0.0064,0.0112,-0.0181
2019-02-09,ABC,2019-03-08,71.50,Call,10.50,15.10,0.3128,0.9936,0.0043,-0.0090,0.0040,0.0132
2019-02-09,ABC,2019-03-08,71.50,Put,0.10,0.30,0.3237,-0.0320,0.0095,-0.0094,0.0167,-0.0021
2019-02-09,ABC,2019-03-08,76.00,Call,6.50,10.40,0.2802,0.9411,0.0264,-0.0249,0.0262,0.0236
2019-02-09,ABC,2019-03-08,76.00,Put,0.35,0.55,0.3203,-0.1183,0.0267,-0.0257,0.0480,-0.0074
2019-02-09,ABC,2019-03-08,78.50,Call,4.90,7.40,0.2610,0.8613,0.0470,-0.0355,0.0523,0.0349
2019-02-09,ABC,2019-03-08,78.50,Put,0.65,0.90,0.3000,-0.1932,0.0396,-0.0332,0.0661,-0.0119
2019-02-09,ABC,2019-03-08,81.00,Call,4.10,4.60,0.2763,0.7057,0.0575,-0.0462,0.0798,0.0384
2019-02-09,ABC,2019-03-08,81.00,Put,1.10,1.55,0.2820,-0.3041,0.0538,-0.0394,0.0814,-0.0183
2019-02-09,ABC,2019-03-08,82.50,Call,3.10,3.50,0.2646,0.6179,0.0639,-0.0466,0.0880,0.0362
2019-02-09,ABC,2019-03-08,82.50,Put,1.55,1.95,0.2665,-0.3867,0.0624,-0.0404,0.0886,-0.0227
2019-02-09,ABC,2019-03-08,84.50,Call,1.95,2.35,0.2536,0.4855,0.0683,-0.0451,0.0931,0.0296
2019-02-09,ABC,2019-03-08,84.50,Put,2.35,2.85,0.2550,-0.5178,0.0684,-0.0396,0.0929,-0.0290
2019-02-09,ABC,2019-03-08,85.50,Call,1.50,2.05,0.2586,0.4211,0.0654,-0.0445,0.0913,0.0259
2019-02-09,ABC,2019-03-08,85.50,Put,2.90,3.30,0.2461,-0.5885,0.0694,-0.0369,0.0910,-0.0319
2019-02-09,ABC,2019-03-08,87.50,Call,0.75,1.00,0.2292,0.2749,0.0628,-0.0334,0.0780,0.0172
2019-02-09,ABC,2019-03-08,87.50,Put,4.00,5.90,0.3071,-0.6699,0.0519,-0.0429,0.0858,-0.0357
2019-02-09,ABC,2019-03-08,90.00,Call,0.30,0.45,0.2248,0.1439,0.0434,-0.0220,0.0527,0.0090
2019-02-09,ABC,2019-03-08,90.00,Put,5.50,6.70,0.1582,-0.9567,0.0322,-0.0017,0.0233,-0.0224
2019-02-09,ABC,2019-03-08,92.50,Call,0.00,0.30,0.2248,0.0664,0.0247,-0.0124,0.0300,0.0042
2019-02-09,ABC,2019-03-08,92.50,Put,6.50,10.80,0.1582,-0.9954,0.0055,0.0000,0.0040,-0.0161
2019-02-09,ABC,2019-03-08,95.00,Call,0.00,0.50,0.2248,0.0267,0.0118,-0.0059,0.0143,0.0017
2019-02-09,ABC,2019-03-08,95.00,Put,9.30,12.50,0.1582,-0.9999,0.0002,0.0000,0.0002,-0.0155
2019-02-09,ABC,2019-03-29,79.50,Call,6.00,6.40,0.2809,0.7293,0.0385,-0.0333,0.1005,0.0740
2019-02-09,ABC,2019-03-29,79.50,Put,1.35,1.70,0.2814,-0.2726,0.0388,-0.0279,0.1009,-0.0289
2019-02-09,ABC,2019-03-29,81.00,Call,4.80,5.30,0.2663,0.6725,0.0443,-0.0340,0.1116,0.0692
2019-02-09,ABC,2019-03-29,81.00,Put,1.75,2.10,0.2714,-0.3322,0.0440,-0.0291,0.1118,-0.0347
2019-02-09,ABC,2019-03-29,82.50,Call,3.90,4.30,0.2619,0.6030,0.0481,-0.0351,0.1192,0.0627
2019-02-09,ABC,2019-03-29,82.50,Put,2.25,2.60,0.2626,-0.4003,0.0486,-0.0297,0.1192,-0.0408
2019-02-09,ABC,2019-03-29,84.50,Call,2.75,3.10,0.2499,0.5029,0.0522,-0.0342,0.1229,0.0530
2019-02-09,ABC,2019-03-29,84.50,Put,3.10,3.50,0.2545,-0.5011,0.0520,-0.0293,0.1227,-0.0492
2019-02-09,ABC,2019-03-29,86.00,Call,2.05,2.35,0.2429,0.4234,0.0527,-0.0323,0.1213,0.0450
2019-02-09,ABC,2019-03-29,86.00,Put,3.80,4.30,0.2452,-0.5818,0.0533,-0.0271,0.1206,-0.0546
2019-02-09,ABC,2019-03-29,87.50,Call,1.45,1.90,0.2430,0.3492,0.0497,-0.0303,0.1149,0.0374
2019-02-09,ABC,2019-03-29,87.50,Put,4.80,5.40,0.2517,-0.6523,0.0495,-0.0260,0.1136,-0.0587
2019-02-09,ABC,2019-03-29,90.00,Call,0.65,1.10,0.2279,0.2246,0.0429,-0.0228,0.0912,0.0244
2019-02-09,ABC,2019-03-29,90.00,Put,6.40,7.10,0.2309,-0.7850,0.0446,-0.0177,0.0889,-0.0595
2019-02-09,ABC,2019-03-29,92.50,Call,0.35,0.50,0.2199,0.1300,0.0313,-0.0153,0.0650,0.0141
2019-02-09,ABC,2019-03-29,92.50,Put,7.70,10.60,0.2702,-0.8290,0.0336,-0.0180,0.0801,-0.0603
2019-02-09,ABC,2019-03-29,93.50,Call,0.25,0.40,0.2201,0.1041,0.0267,-0.0131,0.0555,0.0113
2019-02-09,ABC,2019-03-29,93.50,Put,8.30,11.60,0.2606,-0.8685,0.0304,-0.0140,0.0661,-0.0559
2019-02-09,ABMD,2019-02-15,290.00,Call,49.10,52.80,0.5091,0.9906,0.0010,-0.0634,0.0119,0.0549
2019-02-09,ABMD,2019-02-15,290.00,Put,0.10,0.65,0.5091,-0.0094,0.0010,-0.0431,0.0119,-0.0006
2019-02-09,ABMD,2019-02-15,310.00,Call,29.50,33.20,0.5091,0.9198,0.0062,-0.2758,0.0704,0.0539
2019-02-09,ABMD,2019-02-15,310.00,Put,0.65,1.15,0.5091,-0.0802,0.0062,-0.2541,0.0704,-0.0054
2019-02-09,ABMD,2019-02-15,320.00,Call,20.10,23.60,0.3223,0.9295,0.0089,-0.1676,0.0638,0.0566
2019-02-09,ABMD,2019-02-15,320.00,Put,1.10,2.05,0.4481,-0.1413,0.0106,-0.3366,0.1042,-0.0090
2019-02-09,ABMD,2019-02-15,330.00,Call,13.10,15.20,0.3808,0.7484,0.0177,-0.4269,0.1506,0.0462
2019-02-09,ABMD,2019-02-15,330.00,Put,2.40,4.00,0.4082,-0.2649,0.0171,-0.4473,0.1585,-0.0165
2019-02-09,ABMD,2019-02-15,340.00,Call,6.50,7.80,0.3425,0.5434,0.0245,-0.4711,0.1873,0.0341
2019-02-09,ABMD,2019-02-15,340.00,Put,5.30,7.10,0.3644,-0.4588,0.0232,-0.4800,0.1878,-0.0274
2019-02-09,ABMD,2019-02-15,350.00,Call,2.45,3.30,0.3284,0.2994,0.0224,-0.3921,0.1640,0.0190
2019-02-09,ABMD,2019-02-15,350.00,Put,10.60,14.00,0.3753,-0.6768,0.0205,-0.4428,0.1729,-0.0378
2019-02-09,ABMD,2019-02-15,370.00,Call,0.00,0.60,0.3203,0.0364,0.0053,-0.0872,0.0377,0.0023
2019-02-09,ABMD,2019-02-15,370.00,Put,27.80,31.40,0.3705,-0.9431,0.0070,-0.1293,0.0565,-0.0340
2019-02-09,ABMD,2019-02-15,380.00,Call,0.05,0.45,0.3203,0.0083,0.0015,-0.0247,0.0107,0.0005
2019-02-09,ABMD,2019-02-15,380.00,Put,37.50,41.20,0.3705,-0.9862,0.0028,-0.0356,0.0187,-0.0171
2019-02-09,ABMD,2019-02-15,390.00,Call,0.00,0.30,0.3203,0.0014,0.0003,-0.0051,0.0022,0.0001
2019-02-09,ABMD,2019-02-15,390.00,Put,47.50,51.20,0.3705,-1.0000,0.0001,0.0000,0.0000,0.0000
2019-02-09,ABMD,2019-03-15,290.00,Call,51.70,55.20,0.3925,0.9222,0.0035,-0.1047,0.1538,0.2501
2019-02-09,ABMD,2019-03-15,290.00,Put,2.05,3.30,0.4575,-0.1080,0.0039,-0.1260,0.1956,-0.0354
2019-02-09,ABMD,2019-03-15,310.00,Call,34.30,37.40,0.3650,0.8232,0.0067,-0.1603,0.2740,0.2346
2019-02-09,ABMD,2019-03-15,310.00,Put,3.90,5.30,0.3903,-0.1910,0.0066,-0.1566,0.2976,-0.0610
2019-02-09,ABMD,2019-03-15,320.00,Call,27.50,29.60,0.3700,0.7387,0.0083,-0.1974,0.3434,0.2140
2019-02-09,ABMD,2019-03-15,320.00,Put,6.30,7.60,0.3805,-0.2668,0.0082,-0.1833,0.3463,-0.0845
2019-02-09,ABMD,2019-03-15,330.00,Call,20.70,22.10,0.3533,0.6490,0.0099,-0.2119,0.3915,0.1916
2019-02-09,ABMD,2019-03-15,330.00,Put,9.20,10.70,0.3669,-0.3560,0.0097,-0.1992,0.3985,-0.1101
2019-02-09,ABMD,2019-03-15,340.00,Call,14.70,16.20,0.3432,0.5437,0.0109,-0.2175,0.4187,0.1628
2019-02-09,ABMD,2019-03-15,340.00,Put,12.90,15.00,0.3546,-0.4585,0.0107,-0.2029,0.4189,-0.1384
2019-02-09,ABMD,2019-03-15,350.00,Call,9.90,11.10,0.3313,0.4314,0.0112,-0.2063,0.4150,0.1309
2019-02-09,ABMD,2019-03-15,350.00,Put,18.00,20.30,0.3464,-0.5671,0.0109,-0.1940,0.4142,-0.1646
2019-02-09,ABMD,2019-03-15,370.00,Call,3.80,4.60,0.3178,0.2267,0.0090,-0.1497,0.3180,0.0701
2019-02-09,ABMD,2019-03-15,370.00,Put,30.80,34.80,0.3345,-0.7668,0.0090,-0.1400,0.3303,-0.1929
2019-02-09,ABMD,2019-03-15,380.00,Call,2.10,2.95,0.3159,0.1521,0.0071,-0.1157,0.2485,0.0473
2019-02-09,ABMD,2019-03-15,380.00,Put,39.20,43.00,0.3342,-0.8412,0.0073,-0.1073,0.2530,-0.1886
2019-02-09,ABMD,2019-03-15,390.00,Call,1.15,1.80,0.3156,0.0977,0.0052,-0.0845,0.1822,0.0305
2019-02-09,ABMD,2019-03-15,390.00,Put,48.30,52.00,0.3424,-0.8920,0.0057,-0.0816,0.1981,-0.1745
2019-02-09,ABT,2019-02-22,62.50,Call,10.65,11.00,0.2751,0.9987,0.0011,-0.0050,0.0006,0.0239
2019-02-09,ABT,2019-02-22,62.50,Put,0.00,0.03,0.2751,-0.0013,0.0011,-0.0006,0.0006,0.0000
2019-02-09,ABT,2019-02-22,66.00,Call,7.20,7.50,0.2751,0.9773,0.0137,-0.0121,0.0077,0.0246
2019-02-09,ABT,2019-02-22,66.00,Put,0.00,0.07,0.2751,-0.0227,0.0137,-0.0075,0.0077,-0.0007
2019-02-09,ABT,2019-02-22,68.00,Call,5.25,5.55,0.2572,0.9386,0.0329,-0.0204,0.0174,0.0243
2019-02-09,ABT,2019-02-22,68.00,Put,0.07,0.13,0.2572,-0.0614,0.0329,-0.0157,0.0174,-0.0018
2019-02-09,ABT,2019-02-22,70.50,Call,3.00,3.20,0.1938,0.8604,0.0798,-0.0263,0.0319,0.0230
2019-02-09,ABT,2019-02-22,70.50,Put,0.25,0.31,0.2168,-0.1658,0.0804,-0.0270,0.0366,-0.0044
2019-02-09,ABT,2019-02-22,72.00,Call,1.83,2.00,0.1891,0.7052,0.1271,-0.0369,0.0495,0.0191
2019-02-09,ABT,2019-02-22,72.00,Put,0.47,0.61,0.1937,-0.3001,0.1260,-0.0333,0.0507,-0.0077
2019-02-09,ABT,2019-02-22,73.50,Call,0.89,0.99,0.1724,0.4909,0.1611,-0.0377,0.0573,0.0134
2019-02-09,ABT,2019-02-22,73.50,Put,1.02,1.16,0.1804,-0.5112,0.1561,-0.0347,0.0573,-0.0123
2019-02-09,ABT,2019-02-22,75.00,Call,0.31,0.38,0.1614,0.2527,0.1379,-0.0277,0.0459,0.0070
2019-02-09,ABT,2019-02-22,75.00,Put,1.86,2.10,0.1669,-0.7472,0.1388,-0.0245,0.0470,-0.0152
2019-02-09,ABT,2019-02-22,76.50,Call,0.07,0.12,0.1570,0.0917,0.0731,-0.0137,0.0236,0.0025
2019-02-09,ABT,2019-02-22,76.50,Put,3.15,3.40,0.1802,-0.8868,0.0825,-0.0150,0.0291,-0.0137
2019-02-09,ABT,2019-02-22,78.50,Call,0.00,0.03,0.1570,0.0150,0.0168,-0.0031,0.0054,0.0004
2019-02-09,ABT,2019-02-22,78.50,Put,5.05,5.40,0.1802,-0.9884,0.0301,-0.0018,0.0056,-0.0025
2019-02-09,ABT,2019-02-22,80.00,Call,0.00,0.03,0.1570,0.0027,0.0037,-0.0007,0.0012,0.0001
2019-02-09,ABT,2019-02-22,80.00,Put,6.40,6.95,0.1802,-1.0000,0.0000,0.0000,0.0000,0.0000
2019-02-09,ABT,2019-03-08,63.00,Call,8.55,11.55,0.2784,0.9790,0.0089,-0.0094,0.0102,0.0470
2019-02-09,ABT,2019-03-08,63.00,Put,0.00,0.41,0.2784,-0.0210,0.0089,-0.0050,0.0102,-0.0012
2019-02-09,ABT,2019-03-08,66.00,Call,6.80,7.95,0.2639,0.9338,0.0240,-0.0166,0.0261,0.0467
2019-02-09,ABT,2019-03-08,66.00,Put,0.15,0.56,0.2639,-0.0661,0.0240,-0.0120,0.0267,-0.0036
2019-02-09,ABT,2019-03-08,68.00,Call,5.40,5.85,0.2061,0.9170,0.0365,-0.0157,0.0310,0.0473
2019-02-09,ABT,2019-03-08,68.00,Put,0.13,0.33,0.2061,-0.0829,0.0367,-0.0110,0.0331,-0.0044
2019-02-09,ABT,2019-03-08,70.50,Call,3.40,3.65,0.2053,0.7749,0.0720,-0.0261,0.0609,0.0409
2019-02-09,ABT,2019-03-08,70.50,Put,0.55,0.69,0.2148,-0.2356,0.0711,-0.0229,0.0630,-0.0123
2019-02-09,ABT,2019-03-08,72.00,Call,2.28,2.50,0.1926,0.6578,0.0939,-0.0289,0.0746,0.0352
2019-02-09,ABT,2019-03-08,72.00,Put,0.94,1.26,0.2159,-0.3583,0.0862,-0.0277,0.0765,-0.0182
2019-02-09,ABT,2019-03-08,73.50,Call,1.34,1.56,0.1806,0.5071,0.1088,-0.0286,0.0810,0.0274
